Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
7.0891099,0.004147,-0.062199,1.012255,1.014173,3.523923,273.814270
7.0914598,0.002195,-0.068540,1.013961,1.016278,3.869081,271.834045
7.0938401,0.006097,-0.073662,1.014450,1.017139,4.167251,274.731812
7.0962205,0.004878,-0.079761,1.012498,1.015646,4.512581,273.499603
7.0986009,0.002683,-0.082444,1.010547,1.013908,4.666526,271.864014
7.1009817,0.001952,-0.084152,1.012498,1.015991,4.752420,271.328857
7.1033621,0.003903,-0.088297,1.014938,1.018779,4.976892,272.530731
7.1057115,0.002927,-0.089517,1.012742,1.016695,5.053965,271.872986
7.1080923,0.002683,-0.089761,1.011278,1.015257,5.074546,271.712158
7.1104727,0.004391,-0.088055,1.013717,1.017544,4.970550,272.854797
7.1128526,0.004878,-0.086591,1.010791,1.014505,4.904126,273.224182
7.1152329,0.001708,-0.084883,1.010547,1.014107,4.802323,271.152649
7.1176133,0.002195,-0.081469,1.011034,1.014313,4.608617,271.543121
7.1199636,0.002927,-0.078297,1.011767,1.014796,4.428149,272.141144
7.1223435,0.000975,-0.072200,1.014938,1.017503,4.069386,270.773895
7.1247239,0.001708,-0.066101,1.013717,1.015871,3.731978,271.480042
7.1271043,-0.000731,-0.059760,1.013474,1.015235,3.374812,269.299133
7.1294847,0.000244,-0.054393,1.011278,1.012740,3.078734,270.257233
7.1318345,-0.003172,-0.044149,1.012986,1.013953,2.501941,265.891144
7.1342149,0.000731,-0.038539,1.013717,1.014450,2.177537,271.086731
7.1365952,-0.001708,-0.028295,1.012255,1.012652,1.604131,266.545837
7.1389756,0.000975,-0.021709,1.011522,1.011756,1.230670,272.572205
7.1413565,-0.001464,-0.014147,1.012498,1.012598,0.804786,264.092987
7.1437368,-0.000731,-0.002439,1.012011,1.012014,0.144018,253.314163
7.1460862,-0.003903,0.005610,1.011767,1.011790,0.387149,124.822159
7.1484666,-0.002683,0.015123,1.012986,1.013103,0.868856,100.060410
7.1508474,-0.002195,0.022684,1.012986,1.013242,1.288767,95.526161
7.1532278,-0.000975,0.032197,1.011034,1.011547,1.824777,91.734947
7.1556077,-0.002195,0.041953,1.010547,1.011420,2.380555,92.994614
7.1579580,-0.002439,0.050002,1.011767,1.013004,2.832620,92.792442
7.1603384,-0.001708,0.060004,1.012255,1.014033,3.393788,91.630341
7.1627183,-0.002439,0.067565,1.010791,1.013050,3.826638,92.067329
7.1650987,-0.002683,0.076834,1.012011,1.014927,4.344244,92.000023
7.1674790,-0.002195,0.082931,1.010059,1.013460,4.695359,91.515945
7.1698594,-0.005122,0.091225,1.013230,1.017341,5.152672,93.213646
7.1722093,-0.004147,0.095860,1.010303,1.014849,5.425131,92.477005
7.1745896,-0.004147,0.101469,1.011522,1.016607,5.733059,92.340240
7.1769700,-0.002683,0.105373,1.011278,1.016757,5.950517,91.458618
7.1793504,-0.005122,0.109518,1.012498,1.018416,6.180156,92.677711
7.1817312,-0.004391,0.112689,1.012255,1.018518,6.357119,92.231422
7.1840806,-0.005122,0.115617,1.009328,1.015941,6.541039,92.536652
7.1864610,-0.002927,0.116592,1.009572,1.016286,6.589785,91.438248
7.1888413,-0.004635,0.118544,1.012011,1.018941,6.686097,92.239182
7.1912222,-0.003903,0.117812,1.010547,1.017399,6.653253,91.897263
7.1936026,-0.006341,0.116348,1.011767,1.018454,6.569518,93.119797
7.1959825,-0.004147,0.114153,1.012255,1.018680,6.438306,92.080437
7.1983323,-0.004391,0.110495,1.013230,1.019247,6.228503,92.275696
7.2007132,-0.005122,0.110251,1.012011,1.018011,6.224063,92.659943
7.2030935,-0.004635,0.103909,1.010303,1.015643,5.877966,92.554161
7.2054734,-0.004147,0.098054,1.010791,1.015545,5.545704,92.421631
7.2078538,-0.004878,0.093177,1.013474,1.017760,5.259969,92.996719
7.2102342,-0.003658,0.086835,1.012742,1.016464,4.905045,92.412453
7.2125840,-0.004635,0.077565,1.011767,1.014746,4.391685,93.419868
7.2149644,-0.002439,0.070492,1.011034,1.013491,3.990714,91.981552
7.2173448,-0.001219,0.066834,1.012011,1.014216,3.778905,91.045311
7.2197251,-0.003172,0.057808,1.013717,1.015369,3.268723,93.140297
7.2221055,-0.003903,0.048296,1.010303,1.011464,2.745735,94.619759
7.2244554,-0.000975,0.039758,1.010791,1.011573,2.253249,91.405159
7.2268357,0.000731,0.030001,1.012498,1.012942,1.697774,88.604126
7.2292161,0.000000,0.019757,1.012742,1.012934,1.117501,90.000000
7.2315969,-0.002927,0.010244,1.013717,1.013773,0.601659,105.947693
7.2339773,-0.000488,0.000488,1.012498,1.012498,0.039565,135.000000
7.2363572,-0.000488,-0.007805,1.012986,1.013016,0.441905,266.419403
7.2387071,0.002195,-0.016099,1.012011,1.012141,0.919836,277.763184
7.2410879,0.004635,-0.025612,1.012011,1.012345,1.473261,280.258301
7.2434683,0.003903,-0.034392,1.013230,1.013821,1.956548,276.473816
7.2458482,0.002683,-0.041222,1.013230,1.014072,2.334645,273.724091
7.2482285,0.001708,-0.050247,1.013717,1.014963,2.839177,271.946716
7.2505789,0.001952,-0.056101,1.013717,1.015270,3.169533,271.992828
7.2529593,0.000975,-0.063174,1.012986,1.014954,3.568919,270.884430
7.2553391,0.005366,-0.066590,1.012255,1.014457,3.775846,274.607330
7.2577195,0.005366,-0.072687,1.013961,1.016577,4.111422,274.222290
7.2600999,0.002439,-0.077322,1.014694,1.017639,4.359816,271.806641
7.2624803,0.002927,-0.077809,1.013961,1.016947,4.391195,272.154572
7.2648301,0.003172,-0.081469,1.013961,1.017234,4.597127,272.229370
7.2672105,0.002927,-0.082444,1.012986,1.016340,4.655852,272.033539
7.2695909,0.001219,-0.084152,1.012742,1.016233,4.750441,270.830231
7.2719712,0.001464,-0.084639,1.014450,1.017975,4.769989,270.990723
7.2743521,0.004391,-0.085858,1.013230,1.016871,4.849817,272.927673
7.2767324,0.002439,-0.082688,1.015425,1.018789,4.657450,271.689453
7.2790818,0.001952,-0.080248,1.013474,1.016648,4.528613,271.393463
7.2814627,0.002195,-0.075370,1.012986,1.015788,4.256942,271.667938
7.2838430,0.001219,-0.074883,1.012742,1.015507,4.229386,270.932983
7.2862229,0.001952,-0.068540,1.012742,1.015060,3.873380,271.631378
7.2886033,0.003172,-0.062687,1.012255,1.014199,3.548231,272.896301
7.2909536,0.003172,-0.057077,1.012986,1.014598,3.229921,273.180420
7.2933340,0.001708,-0.050247,1.012498,1.013745,2.842622,271.946716
7.2957139,0.000731,-0.042930,1.012011,1.012921,2.429386,270.975586
7.2980943,0.002683,-0.035125,1.012742,1.013354,1.992232,274.368256
7.3004746,-0.000731,-0.027806,1.010303,1.010686,1.577188,268.493988
7.3028550,-0.000975,-0.019026,1.012498,1.012677,1.077745,267.065643
7.3052049,0.000244,-0.011221,1.012498,1.012560,0.635198,271.246735
7.3075852,0.000000,-0.003903,1.012255,1.012262,0.220287,270.000000
7.3099656,-0.001952,0.007317,1.012498,1.012526,0.427958,104.938240
7.3123460,-0.001464,0.015855,1.010791,1.010917,0.902440,95.274498
7.3147268,-0.002927,0.025854,1.011767,1.012101,1.473128,96.459717
7.3170762,-0.002927,0.035125,1.013230,1.013843,1.992330,94.764061
7.3194566,-0.004147,0.042442,1.011034,1.011933,2.415245,95.580414
7.3218369,-0.002927,0.052199,1.012742,1.014090,2.955123,93.209801
7.3242178,-0.004635,0.060004,1.010303,1.012094,3.408983,94.417221
7.3265982,-0.003903,0.068053,1.012255,1.014547,3.852444,93.282089
7.3289781,-0.003414,0.075370,1.013717,1.016521,4.256436,92.593658
7.3313284,-0.003414,0.082444,1.010791,1.014154,4.666946,92.371376
7.3337088,-0.003172,0.087078,1.012742,1.016483,4.917570,92.085892
7.3360887,-0.005610,0.094640,1.012742,1.017170,5.348080,93.392624
7.3384690,-0.005122,0.099274,1.011278,1.016152,5.613948,92.953560
7.3408494,-0.003172,0.102932,1.011278,1.016508,5.814498,91.764824
7.3431997,-0.005122,0.106835,1.010791,1.016434,6.040301,92.744858
7.3455796,-0.004391,0.108299,1.010303,1.016100,6.123399,92.321800
7.3479600,-0.005122,0.110495,1.010303,1.016340,6.248177,92.654076
7.3503404,-0.006586,0.115373,1.011278,1.017859,6.518997,93.267014
7.3527207,-0.004878,0.112201,1.010059,1.016283,6.344615,92.489311
7.3551016,-0.003414,0.113665,1.010791,1.017168,6.418877,91.720490
7.3574510,-0.004147,0.110737,1.011034,1.017089,6.254982,92.144554
7.3598313,-0.004635,0.110006,1.007864,1.013860,6.234576,92.412766
7.3622117,-0.004635,0.106104,1.008839,1.014414,6.009652,92.501396
7.3645926,-0.004635,0.104640,1.012011,1.017417,5.909064,92.536339
7.3669729,-0.003172,0.099274,1.009083,1.013960,5.621554,91.829819
7.3693528,-0.004147,0.092932,1.011278,1.015548,5.255721,92.554932
7.3717027,-0.003658,0.088297,1.011034,1.014889,4.995399,92.372551
7.3740835,-0.001219,0.083419,1.012255,1.015687,4.711561,90.837517
7.3764639,-0.001952,0.074395,1.011522,1.014256,4.207799,91.503059
7.3788438,-0.003658,0.067565,1.010547,1.012810,3.830628,93.099319
7.3812242,-0.002683,0.058784,1.008839,1.010554,3.338240,92.613358
7.3835745,-0.002195,0.050735,1.011767,1.013040,2.873375,92.476974
7.3859544,-0.000488,0.042442,1.010547,1.011438,2.405094,90.659317
7.3883348,0.000000,0.035612,1.011278,1.011905,2.016739,90.000000
7.3907151,-0.000731,0.025854,1.011278,1.011609,1.465002,91.619652
7.3930955,-0.001219,0.017807,1.012498,1.012655,1.009688,93.917702
7.3954759,-0.000731,0.006341,1.012498,1.012518,0.361536,96.576080
7.3978257,0.001708,-0.002439,1.011767,1.011771,0.166689,305.001831
7.4002061,0.000488,-0.008049,1.011278,1.011310,0.457140,273.472229
7.4025865,0.000488,-0.016343,1.013474,1.013606,0.924080,271.711761
7.4049673,-0.000488,-0.023173,1.014938,1.015203,1.308358,268.792572
7.4073477,0.000244,-0.031953,1.012255,1.012759,1.808077,270.437866
7.4096971,0.002195,-0.039270,1.011034,1.011799,2.227741,273.198822
7.4120774,0.001952,-0.045369,1.012011,1.013029,2.569179,272.463715
7.4144583,0.003658,-0.053662,1.012986,1.014413,3.039506,273.900055
7.4168386,0.001464,-0.059760,1.014205,1.015966,3.373130,271.403046
7.4192185,0.002195,-0.066834,1.015181,1.017381,3.768527,271.880829
7.4215989,0.002439,-0.068540,1.012986,1.015305,3.873279,272.037933
7.4239492,0.002439,-0.074151,1.013961,1.016672,4.184790,271.883850
7.4263296,0.003903,-0.075614,1.013474,1.016299,4.272510,272.954498
7.4287095,0.002683,-0.078297,1.014694,1.017714,4.414993,271.962677
7.4310899,0.004391,-0.078786,1.012742,1.015811,4.455181,273.189972
7.4334702,0.002683,-0.080492,1.012255,1.015454,4.548939,271.909180
7.4358201,0.000731,-0.078786,1.014205,1.017261,4.442149,270.531647
7.4382005,0.002683,-0.078542,1.012255,1.015301,4.439326,271.956573
7.4405808,0.000488,-0.077322,1.011034,1.013986,4.373496,270.361908
7.4429612,0.002683,-0.072200,1.011278,1.013856,4.086530,272.128265
7.4453416,0.001952,-0.070736,1.014450,1.016915,3.990174,271.580750
7.4477224,0.002195,-0.066345,1.012011,1.014186,3.752855,271.894653
7.4500718,0.002683,-0.062687,1.013230,1.015171,3.543482,272.450867
7.4524522,0.002927,-0.058052,1.013230,1.014896,3.283245,272.886749
7.4548330,0.001219,-0.052199,1.010791,1.012139,2.957044,271.338287
7.4572134,0.003658,-0.046833,1.009083,1.010176,2.665282,274.466644
7.4595933,0.002439,-0.039270,1.013717,1.014480,2.222728,273.553864
7.4619737,0.002439,-0.031709,1.012742,1.013241,1.798745,274.398285
7.4643240,0.001708,-0.023904,1.012255,1.012539,1.356385,274.086670
7.4667044,0.001219,-0.015855,1.011767,1.011891,0.900269,274.398285
7.4690843,-0.000244,-0.006830,1.010791,1.010814,0.387654,267.952271
7.4714646,-0.001952,0.003414,1.010547,1.010555,0.222936,119.758934
7.4738450,-0.001219,0.007805,1.012255,1.012286,0.447624,98.879967
7.4761953,-0.002195,0.016343,1.011522,1.011657,0.934189,97.648575
7.4785752,0.000488,0.026587,1.012498,1.012847,1.504542,88.947586
7.4809556,-0.002195,0.035612,1.011034,1.011663,2.021004,93.526634
7.4833360,-0.000975,0.043661,1.014205,1.015145,2.465692,91.279602
7.4857163,-0.003172,0.051955,1.012742,1.014079,2.942311,93.493240
7.4880972,-0.003658,0.059515,1.011278,1.013035,3.374464,93.517509
7.4904466,-0.004147,0.067809,1.012498,1.014774,3.838594,93.499496
7.4928269,-0.002439,0.073906,1.013230,1.015925,4.174059,91.890083
7.4952073,-0.002439,0.080248,1.012742,1.015919,4.532633,91.740814
7.4975882,-0.003658,0.087078,1.012011,1.015757,4.922150,92.405739
7.4999685,-0.004147,0.090249,1.010791,1.014821,5.107566,92.630783
7.5023179,-0.002683,0.095371,1.011034,1.015526,5.390924,91.611504
7.5046988,-0.003903,0.101713,1.011767,1.016874,5.744808,92.197281
7.5070791,-0.003414,0.103176,1.010547,1.015806,5.832875,91.895264
7.5094590,-0.005610,0.105615,1.012742,1.018250,5.962003,93.040779
7.5118394,-0.003903,0.109031,1.011278,1.017146,6.157465,92.049927
7.5142198,-0.004878,0.108787,1.011278,1.017124,6.146024,92.567337
7.5165701,-0.003414,0.110737,1.011522,1.017571,6.250562,91.765938
7.5189500,-0.006586,0.108054,1.010547,1.016329,6.114492,93.487755
7.5213304,-0.004635,0.106592,1.012255,1.017862,6.016824,92.489952
7.5237107,-0.005610,0.105860,1.010791,1.016335,5.987103,93.033775
7.5260911,-0.003658,0.102445,1.012498,1.017674,5.781199,92.045189
7.5284719,-0.004147,0.099274,1.011278,1.016148,5.611434,92.391922
7.5308213,-0.004391,0.094883,1.010547,1.015001,5.369654,92.649643
7.5332017,-0.004635,0.089030,1.009328,1.013257,5.047603,92.980316
7.5355821,-0.004391,0.082688,1.011522,1.014906,4.679898,93.039711
7.5379629,-0.003658,0.078786,1.012011,1.015079,4.456280,92.658592
7.5403433,-0.002439,0.071467,1.012498,1.015020,4.039924,91.954536
7.5426927,-0.001464,0.063662,1.011522,1.013525,3.602283,91.317055
7.5450730,-0.002683,0.055857,1.008839,1.010388,3.172681,92.750114
7.5474539,-0.001464,0.047075,1.011278,1.012374,2.666457,91.780869
7.5498343,-0.000731,0.038783,1.012011,1.012754,2.195083,91.079887
7.5522141,-0.001708,0.033173,1.012255,1.012800,1.879511,92.947212
7.5545945,-0.002195,0.025612,1.012986,1.013312,1.453738,94.897812
7.5569448,-0.000975,0.015855,1.012498,1.012622,0.898746,93.519989
7.5593247,0.000488,0.006586,1.014205,1.014227,0.373777,85.758621
7.5617051,-0.000731,-0.000975,1.013474,1.013475,0.068528,233.144730
7.5640855,-0.000488,-0.010244,1.011278,1.011330,0.580809,267.270386
7.5664659,0.001952,-0.015366,1.014205,1.014324,0.874916,277.239899
7.5688157,0.002683,-0.023173,1.013717,1.013985,1.318192,276.604706
7.5711961,0.002195,-0.032197,1.011767,1.012281,1.826813,273.899506
7.5735765,0.001708,-0.037075,1.013961,1.014640,2.096298,272.637451
7.5759568,0.001952,-0.045125,1.013474,1.014480,2.551826,272.477051
7.5783377,-0.000975,-0.049516,1.014205,1.015414,2.795544,268.871643
7.5807180,0.002683,-0.056101,1.011767,1.013324,3.177306,272.738159
7.5830674,0.000975,-0.061223,1.013230,1.015079,3.458250,270.912628
7.5854478,0.001708,-0.065857,1.011522,1.013665,3.726308,271.485504
7.5878286,0.004391,-0.069029,1.013230,1.015588,3.905201,273.639740
7.5902090,0.002927,-0.072687,1.013474,1.016082,4.105607,272.306244
7.5925889,0.003172,-0.074883,1.012986,1.015755,4.231562,272.425201
7.5949388,0.004147,-0.074639,1.012255,1.015011,4.223548,273.179962
7.5973196,0.003658,-0.074395,1.012498,1.015234,4.207427,272.815277
7.5997000,0.001708,-0.076103,1.011034,1.013896,4.305752,271.285583
7.6020799,0.002927,-0.076589,1.011278,1.014179,4.334224,272.188843
7.6044602,0.004635,-0.071956,1.014938,1.017496,4.063704,273.685730
7.6068406,0.001952,-0.070004,1.012742,1.015160,3.955770,271.597290
7.6091905,0.000488,-0.067321,1.014694,1.016925,3.795863,270.415680
7.6115708,0.002683,-0.063174,1.015181,1.017148,3.564142,272.432007
7.6139512,0.001708,-0.060248,1.013230,1.015021,3.404271,271.623749
7.6163316,0.001708,-0.053905,1.014694,1.016126,3.042532,271.814697
7.6187119,0.001708,-0.047808,1.014938,1.016065,2.698564,272.045929
7.6210928,0.000000,-0.042442,1.012011,1.012900,2.401429,270.000000
7.6234422,0.000975,-0.035856,1.011767,1.012402,2.030376,271.558014
7.6258225,-0.000975,-0.027075,1.012498,1.012860,1.532762,267.937103
7.6282034,0.000000,-0.019026,1.012498,1.012676,1.076655,270.000000
7.6305838,-0.000244,-0.011464,1.009815,1.009880,0.650418,268.779633
7.6329637,-0.000244,-0.006097,1.012498,1.012516,0.344917,267.706482
7.6353135,-0.000244,0.001952,1.010547,1.010549,0.111906,97.130638
7.6376944,-0.001464,0.013416,1.012986,1.013076,0.763358,96.226425
7.6400747,-0.001219,0.019757,1.012986,1.013179,1.119426,93.531960
7.6424546,-0.001464,0.030001,1.011034,1.011480,1.701689,92.793060
7.6448350,-0.002195,0.036344,1.012498,1.013152,2.059471,93.455719
7.6472154,-0.002439,0.042686,1.013717,1.014618,2.415083,93.270134
7.6495657,-0.003172,0.049516,1.010303,1.011521,2.811533,93.664848
7.6519456,-0.003414,0.058540,1.011034,1.012733,3.319420,93.337814
7.6543260,-0.003658,0.064882,1.012986,1.015068,3.670612,93.227226
7.6567063,-0.004635,0.071712,1.011278,1.013828,4.064571,93.698250
7.6590867,-0.003414,0.076834,1.010791,1.013713,4.351137,92.544319
7.6614366,-0.004391,0.082200,1.010791,1.014138,4.655767,93.057739
7.6638169,-0.004391,0.088055,1.010059,1.013899,4.988492,92.854782
7.6661973,-0.003172,0.092200,1.010547,1.014749,5.216127,91.970108
7.6685777,-0.003658,0.095860,1.010303,1.014847,5.424011,92.185570
7.6709585,-0.004635,0.100493,1.010303,1.015299,5.686410,92.640854
7.6733389,-0.005366,0.101713,1.008595,1.013725,5.766568,93.020050
7.6756883,-0.005366,0.104884,1.011034,1.016474,5.930322,92.928894
7.6780686,-0.003658,0.107323,1.011767,1.017449,6.058513,91.952309
7.6804495,-0.003414,0.105860,1.011034,1.016567,5.980419,91.847260
7.6828294,-0.004635,0.104396,1.010303,1.015693,5.905281,92.542267
7.6852098,-0.003172,0.103665,1.010059,1.015369,5.862639,91.752365
7.6875901,-0.004635,0.099030,1.009328,1.014185,5.609688,92.679832
7.6899405,-0.003414,0.096591,1.010791,1.015402,5.462030,92.024376
7.6923203,-0.003903,0.095860,1.011522,1.016062,5.418046,92.331299
7.6947007,-0.004147,0.089274,1.012255,1.016192,5.045429,92.659477
7.6970811,-0.002683,0.082931,1.009815,1.013218,4.697320,91.853081
7.6994615,-0.002439,0.078297,1.010303,1.013335,4.433631,91.784157
7.7018113,-0.002195,0.072200,1.011278,1.013855,4.085572,91.741127
7.7041917,-0.000975,0.068540,1.010059,1.012382,3.882369,90.815208
7.7065721,-0.000488,0.060248,1.011767,1.013559,3.407892,90.464462
7.7089524,-0.002927,0.053418,1.011767,1.013180,3.026727,93.136681
7.7113333,-0.003658,0.046100,1.014694,1.015747,2.609396,94.537346
7.7137136,-0.001708,0.039514,1.014450,1.015220,2.232655,92.474869
7.7160630,-0.001708,0.031953,1.009815,1.010321,1.814991,93.059486
7.7184434,-0.001219,0.023904,1.009328,1.009611,1.358691,92.920418
7.7208242,-0.003172,0.012683,1.010303,1.010387,0.740985,104.039551
7.7232046,0.001219,0.004878,1.011278,1.011291,0.285305,75.963753
7.7255845,-0.000975,-0.000731,1.012255,1.012256,0.068528,216.855270
7.7279344,0.001219,-0.009513,1.013717,1.013762,0.542486,277.304810
7.7303152,0.003658,-0.016830,1.011767,1.011913,0.974982,282.263885
7.7326951,0.000975,-0.022440,1.013230,1.013479,1.269800,272.488525
7.7350755,0.000488,-0.030245,1.013961,1.014412,1.708690,270.925140
7.7374558,0.001464,-0.038783,1.010303,1.011048,2.199892,272.161285
7.7398362,0.000731,-0.043173,1.014450,1.015368,2.437268,270.970123
7.7421861,-0.000244,-0.048783,1.012255,1.013430,2.759247,269.713196
7.7445664,0.002195,-0.054149,1.012986,1.014435,3.062349,272.320984
7.7469468,0.002683,-0.056588,1.012255,1.013839,3.203263,272.714630
7.7493272,0.001464,-0.062199,1.011278,1.013190,3.520477,271.348053
7.7517076,0.002439,-0.064151,1.011767,1.013801,3.630599,272.177246
7.7540574,0.000975,-0.068296,1.014938,1.017234,3.850055,270.818115
7.7564378,0.002683,-0.070004,1.012742,1.015162,3.957057,272.194977
7.7588181,0.001219,-0.073175,1.013961,1.016599,4.128297,270.954742
7.7611990,0.000975,-0.072200,1.012986,1.015556,4.077223,270.773895
7.7635794,0.000244,-0.069273,1.013961,1.016325,3.908308,270.201965
7.7659593,0.001464,-0.070492,1.011278,1.013733,3.988211,271.189484
7.7683091,0.000975,-0.067565,1.012498,1.014750,3.818083,270.826965
7.7706900,0.002439,-0.064638,1.012498,1.014562,3.655431,272.160858
7.7730703,0.001219,-0.062931,1.012011,1.013966,3.558975,271.110107
7.7754502,0.000244,-0.060491,1.012255,1.014061,3.419935,270.231293
7.7778306,0.000975,-0.056101,1.012011,1.013565,3.173422,270.995911
7.7802110,0.003658,-0.050491,1.012986,1.014250,2.861018,274.144196
7.7825608,0.000244,-0.043661,1.012011,1.012952,2.470371,270.320465
7.7849412,0.001219,-0.037806,1.013230,1.013936,2.137807,271.847473
7.7873216,0.000731,-0.032197,1.015913,1.016424,1.815746,271.300690
7.7897019,0.000975,-0.025368,1.014450,1.014767,1.433404,272.201660
7.7920823,0.001464,-0.017318,1.011767,1.011916,0.984171,274.830933
7.7944322,0.003658,-0.008780,1.010791,1.010836,0.539592,292.619141
7.7968125,0.000488,-0.001464,1.013717,1.013718,0.088469,288.453217
7.7991929,0.000000,0.006341,1.012255,1.012275,0.359365,90.000000
7.8015733,-0.000731,0.014391,1.013961,1.014064,0.814213,92.908119
7.8039541,-0.000244,0.021952,1.011034,1.011272,1.243797,90.637360
7.8063340,-0.002683,0.026831,1.010791,1.011151,1.527903,95.710594
7.8086839,-0.002439,0.038539,1.011278,1.012015,2.186686,93.621109
7.8110647,-0.001952,0.045125,1.011522,1.012530,2.556731,92.477043
7.8134451,-0.001708,0.051710,1.010059,1.011383,2.932381,91.891647
7.8158250,-0.003414,0.057808,1.012255,1.013910,3.274109,93.380013
7.8182054,-0.002683,0.063906,1.012255,1.014274,3.615576,92.404160
7.8205857,-0.003903,0.070492,1.010303,1.012767,3.997284,93.168770
7.8229361,-0.002927,0.075858,1.011522,1.014367,4.291993,92.209908
7.8253160,-0.005366,0.081956,1.011278,1.014608,4.643086,93.746223
7.8276963,-0.003658,0.086835,1.011034,1.014763,4.913266,92.412453
7.8300767,-0.003658,0.089517,1.012011,1.015969,5.059041,92.340271
7.8324571,-0.006097,0.092688,1.011278,1.015535,5.248035,93.763657
7.8348069,-0.004635,0.096591,1.013230,1.017834,5.451759,92.747398
7.8371873,-0.003903,0.098785,1.013230,1.018042,5.572779,92.262329
7.8395677,-0.005122,0.101713,1.012742,1.017850,5.742385,92.882858
7.8419480,-0.003414,0.100493,1.011522,1.016508,5.676923,91.945824
7.8443289,-0.005366,0.101713,1.012498,1.017608,5.744467,93.020050
7.8467093,-0.004147,0.100493,1.012011,1.016997,5.675681,92.362923
7.8490586,-0.004391,0.098785,1.011767,1.016587,5.581950,92.545105
7.8514390,-0.004147,0.095616,1.012498,1.017011,5.399786,92.483322
7.8538198,-0.004147,0.093177,1.010059,1.014356,5.275778,92.548241
7.8561997,-0.003172,0.089517,1.011767,1.015724,5.059273,92.029106
7.8585801,-0.002927,0.085127,1.008839,1.012429,4.826087,91.969490
7.8609304,-0.002439,0.082444,1.010547,1.013907,4.666106,91.694466
7.8633108,-0.001952,0.076345,1.010303,1.013185,4.322867,91.464676
7.8656907,0.000731,0.069760,1.009328,1.011736,3.953938,89.399582
7.8680711,-0.002439,0.064882,1.009328,1.011414,3.680627,92.152748
7.8704515,-0.000244,0.058784,1.011278,1.012985,3.326784,90.238014
7.8728318,0.000244,0.048783,1.013474,1.014648,2.755911,89.713188
7.8751817,-0.002927,0.041953,1.010791,1.011666,2.382527,93.991402
7.8775620,-0.003172,0.036587,1.011034,1.011701,2.080272,94.954292
7.8799424,0.001219,0.026343,1.011767,1.012110,1.492921,87.349564
7.8823228,0.000244,0.021952,1.012742,1.012980,1.241908,89.362640
7.8847036,0.002927,0.010977,1.012011,1.012075,0.643158,75.067574
7.8870530,0.000731,0.004635,1.012011,1.012022,0.265408,81.037247
7.8894334,0.000244,-0.002927,1.011278,1.011282,0.166689,274.768677
7.8918138,-0.001219,-0.010000,1.012255,1.012305,0.569926,263.047241
7.8941946,0.002439,-0.016343,1.012011,1.012146,0.935236,278.487823
7.8965750,0.000731,-0.021709,1.013474,1.013707,1.227645,271.928711
7.8989549,0.000731,-0.031465,1.011767,1.012256,1.781691,271.330963
7.9013047,0.002927,-0.035612,1.013230,1.013860,2.019648,274.699219
7.9036856,0.001464,-0.043417,1.013474,1.014405,2.454474,271.930817
7.9060655,0.001464,-0.048296,1.013961,1.015112,2.728285,271.735870
7.9084458,0.001219,-0.051955,1.013474,1.014806,2.935450,271.344574
7.9108262,0.002927,-0.057565,1.010791,1.012433,3.263748,272.911133
7.9131765,0.002439,-0.060491,1.014450,1.016255,3.415238,272.308838
7.9155564,0.001219,-0.063906,1.015181,1.017191,3.602718,271.093170
7.9179368,0.000975,-0.066834,1.014205,1.016406,3.770657,270.836029
7.9203172,0.000244,-0.068540,1.014205,1.016519,3.866195,270.204132
7.9226975,0.001464,-0.069029,1.012011,1.014363,3.902893,271.214691
7.9250779,0.002683,-0.068296,1.012498,1.014802,3.861887,272.249817
7.9274278,0.001464,-0.067809,1.013230,1.015498,3.829554,271.236542
7.9298081,-0.000244,-0.068296,1.013961,1.016259,3.853410,269.795135
7.9321885,0.000731,-0.067565,1.013961,1.016210,3.812489,270.619904
7.9345694,0.002195,-0.061954,1.012986,1.014881,3.502075,272.028839
7.9369497,0.001952,-0.058296,1.010791,1.012473,3.302627,271.917847
7.9393296,0.000731,-0.054393,1.012011,1.013472,3.076762,270.770020
7.9416795,0.000000,-0.050247,1.012255,1.013501,2.841727,270.000000
7.9440603,0.001219,-0.045613,1.013717,1.014743,2.577242,271.531433
7.9464407,0.000731,-0.040734,1.013474,1.014293,2.301888,271.028198
7.9488206,0.000488,-0.034636,1.012255,1.012848,1.960045,270.807861
7.9512010,0.002927,-0.029270,1.014938,1.015364,1.660125,275.711182
7.9535513,0.002683,-0.021952,1.010791,1.011033,1.253358,276.968567
7.9559312,0.004391,-0.016343,1.008839,1.008981,0.960830,285.038940
7.9583116,0.001952,-0.008294,1.013230,1.013266,0.481327,283.244720
7.9606919,0.001464,0.000731,1.010791,1.010793,0.092787,26.540691
7.9630723,-0.000244,0.008780,1.011034,1.011072,0.497715,91.593109
7.9654527,0.002683,0.012683,1.012011,1.012094,0.734087,78.055046
7.9678025,0.000731,0.021952,1.012986,1.013224,1.242380,88.092606
7.9701829,-0.001952,0.030978,1.013230,1.013705,1.754574,93.605705
7.9725633,-0.001219,0.038783,1.011522,1.012266,2.196865,91.800957
7.9749436,-0.001708,0.044880,1.009572,1.010570,2.547220,92.179260
7.9773245,-0.003172,0.051955,1.011278,1.012617,2.946499,93.493240
7.9797044,-0.005122,0.059027,1.010547,1.012282,3.355497,94.959381
7.9820542,-0.004391,0.063418,1.010791,1.012788,3.598640,93.960762
